TransactionID,OrderDate,Origin,Destination,TransportMode,Carrier,Distance_km,FreightCost,ShipmentWeight_kg,PlannedTransitDays,ActualTransitDays,UnitsShipped,DamagedUnits,OnTimeDelivery
3398,11/16/2024,Jaipur,Pune,Rail,DTDC,439,26067.67,4972,8,6,218,1,1
3399,1/31/2024,Delhi,Ahmedabad,Road,kuehne nagel,1099,55820.78,1980,5,2,106,0,1
3400,4/22/2024,Chennai,Pune,Road,DHL,1201,63024.26,3632,9,14,57,0,0
3401,12/30/2024,Delhi,Indore,Road,kuehne nagel,423,15128.69,1381,2,7,92,0,0
3402,11/20/2024,Chennai,Kolkata,Road,kuehne nagel,703,65335.75,1606,7,11,272,0,0
3403,12/9/2024,Delhi,Indore,Road,DTDC,953,2562.7,529,6,8,370,0,0
3404,3/7/2024,Chennai,Pune,Road,DTDC,1097,43344.57,4559,6,9,59,0,0
3405,3/15/2024,Bangalore,Kolkata,Road,Delhivery,1543,42309.53,3096,4,6,412,0,0
3406,2/14/2024,Mumbai,Indore,Road,kuehne nagel,793,50658.07,3644,9,2,259,0,1
3407,9/16/2024,Bangalore,Hyderabad,Air,Delhivery,472,20696.64,1538,6,6,441,0,1
3408,6/2/2024,Delhi,Hyderabad,Road,DTDC,1250,2768.83,2874,8,8,193,1,1
3409,6/3/2024,Jaipur,Kolkata,Rail,kuehne nagel,902,37471.51,2142,8,10,117,0,0
3410,12/28/2024,Bangalore,Kolkata,Road,DHL,1820,7569.68,879,4,1,195,0,1
3411,8/21/2024,Mumbai,Kolkata,Road,Delhivery,880,71591.12,4420,5,11,158,0,0
3412,2/20/2024,Delhi,Hyderabad,Road,DTDC,1611,15545.97,1984,2,6,275,0,0
3413,11/1/2024,Bangalore,Indore,Road,kuehne nagel,1339,35168.17,2750,4,12,353,0,0
3414,9/18/2024,Chennai,Kolkata,Road,DTDC,1022,35852.03,193,6,11,392,0,0
3415,11/10/2024,Jaipur,Hyderabad,Road,Delhivery,1947,45123.44,4980,2,1,446,0,1
3416,5/4/2024,Delhi,Kolkata,Rail,DTDC,678,63037.52,2854,2,6,275,0,0
3417,9/1/2024,Bangalore,Kolkata,Road,DTDC,619,38827.56,1936,7,10,36,0,0
3418,1/30/2024,Delhi,Kolkata,Road,DHL,1343,4008.75,2644,5,4,112,0,1
3419,5/1/2024,Chennai,Hyderabad,Road,DTDC,1402,62146.61,833,3,3,229,0,1
3420,5/4/2024,Mumbai,Indore,Road,kuehne nagel,1528,8409.52,4323,3,3,197,0,1
3421,2/6/2024,Bangalore,Hyderabad,Rail,kuehne nagel,1368,52041.16,2879,7,4,316,0,1
3422,6/18/2024,Delhi,Hyderabad,Road,DHL,171,64667.5,2248,3,3,290,0,1
3423,5/3/2024,Delhi,Kolkata,Road,kuehne nagel,208,24049.83,660,5,9,183,0,0
3424,12/22/2024,Delhi,Ahmedabad,Road,DTDC,1251,37030.31,3568,2,4,486,0,0
3425,2/4/2024,Mumbai,Ahmedabad,Rail,DTDC,1729,3118.2,590,3,1,254,0,1
3426,3/27/2024,Delhi,Ahmedabad,Road,kuehne nagel,1401,64702.27,2247,4,4,411,1,1
3427,5/13/2024,Jaipur,Hyderabad,Air,Delhivery,1953,56854.37,2359,1,1,423,0,1
3428,7/14/2024,Jaipur,Kolkata,Road,DTDC,356,20048.22,462,4,10,239,0,0
3429,9/30/2024,Delhi,Ahmedabad,Rail,kuehne nagel,1984,32437.64,1833,4,10,298,0,0
3430,7/19/2024,Jaipur,Pune,Air,DTDC,1162,56234.69,4637,3,3,42,0,1
3431,10/11/2024,Bangalore,Pune,Rail,DTDC,800,29936.72,1777,9,4,499,0,1
3432,3/17/2024,Jaipur,Pune,Road,DHL,1111,14668.35,1477,3,14,88,0,0
3433,2/28/2024,Delhi,Indore,Road,kuehne nagel,1946,42443.43,3560,2,4,176,0,0
3434,5/5/2024,Chennai,Kolkata,Road,DTDC,640,58438.27,1687,7,9,415,0,0
3435,4/18/2024,Bangalore,Hyderabad,Road,Delhivery,1930,27023.14,4626,9,6,278,0,1
3436,8/11/2024,Mumbai,Hyderabad,Road,kuehne nagel,1912,11498.24,229,6,3,343,0,1
3437,10/4/2024,Delhi,Kolkata,Rail,Delhivery,395,66704.44,3446,5,7,297,0,0
3438,3/8/2024,Mumbai,Indore,Road,kuehne nagel,1325,21718.55,4727,1,11,280,0,0
3439,3/9/2024,Chennai,Kolkata,Road,Delhivery,1913,41999.57,1692,3,14,424,0,0
3440,6/13/2024,Mumbai,Indore,Rail,Delhivery,198,55924.77,1344,9,4,416,0,1
3441,10/31/2024,Delhi,Ahmedabad,Road,kuehne nagel,1089,26731.87,1632,8,7,307,1,1
3442,6/10/2024,Delhi,Ahmedabad,Rail,DHL,1440,52593.65,3586,9,2,33,1,1
3443,12/30/2024,Chennai,Indore,Air,DHL,884,37857.34,413,8,7,28,0,1
3444,12/7/2024,Delhi,Kolkata,Air,kuehne nagel,1906,46494.06,2166,1,8,209,0,0
3445,11/4/2024,Chennai,Ahmedabad,Rail,DTDC,830,48064.94,2405,8,12,90,0,0
3446,12/8/2024,Chennai,Kolkata,Road,kuehne nagel,167,66283.75,4568,8,7,82,0,1
3447,2/11/2024,Delhi,Ahmedabad,Road,kuehne nagel,753,53193.45,2611,5,6,248,0,0
3448,12/19/2024,Jaipur,Kolkata,Road,DTDC,366,22615.92,3166,6,4,378,0,1
3449,4/18/2024,Chennai,Kolkata,Road,kuehne nagel,337,6649.14,2592,2,13,335,1,0
3450,2/20/2024,Delhi,Pune,Road,kuehne nagel,957,2154.87,4070,1,9,358,0,0
3451,9/6/2024,Jaipur,Indore,Rail,DTDC,1424,72544.56,933,8,1,191,0,1
3452,12/6/2024,Chennai,Hyderabad,Road,DTDC,346,75484.58,1222,7,5,278,0,1
3453,1/21/2024,Jaipur,Indore,Road,DHL,1267,9340.7,1834,4,11,497,0,0
3454,10/26/2024,Bangalore,Kolkata,Rail,Delhivery,1465,39990.18,4724,7,14,18,0,0
3455,5/18/2024,Bangalore,Kolkata,Road,Delhivery,492,13824.43,4018,2,1,213,0,1
3456,12/24/2024,Jaipur,Indore,Road,DHL,1354,76002.43,2212,2,11,211,0,0
3457,11/19/2024,Chennai,Kolkata,Road,DHL,950,21252.94,2725,7,10,2,0,0
3458,4/1/2024,Delhi,Ahmedabad,Rail,Delhivery,350,41128.47,4382,3,11,94,2,0
3459,10/6/2024,Mumbai,Kolkata,Rail,DHL,947,14918.37,2144,6,1,345,0,1
3460,5/4/2024,Delhi,Indore,Rail,kuehne nagel,475,27955.36,2371,7,6,410,0,1
3461,4/20/2024,Mumbai,Indore,Road,DHL,299,22810.9,162,7,6,295,0,1
3462,12/19/2024,Mumbai,Indore,Rail,DHL,1816,39083.23,841,4,11,17,0,0
3463,5/18/2024,Chennai,Pune,Road,DHL,1588,34742.99,1365,3,7,239,0,0
3464,9/29/2024,Jaipur,Pune,Road,DHL,735,27802.23,2413,1,10,16,0,0
3465,4/8/2024,Delhi,Pune,Road,Delhivery,801,10258.45,3283,7,13,155,0,0
3466,9/8/2024,Jaipur,Pune,Road,DTDC,1047,39789.99,100,9,9,177,0,1
3467,12/3/2024,Bangalore,Pune,Road,Delhivery,455,68316.23,3545,1,6,131,0,0
3468,4/13/2024,Chennai,Pune,Rail,Delhivery,1689,58957.42,193,5,2,298,1,1
3469,8/1/2024,Chennai,Pune,Road,DTDC,850,58204.84,3737,4,4,63,0,1
3470,9/5/2024,Bangalore,Indore,Road,Delhivery,293,30555.16,2625,2,13,486,0,0
3471,5/31/2024,Delhi,Hyderabad,Road,kuehne nagel,1873,57256.69,4535,7,13,285,1,0
3472,9/6/2024,Bangalore,Pune,Road,DTDC,416,38311.46,2070,7,9,130,1,0
3473,10/1/2024,Delhi,Indore,Road,kuehne nagel,1858,13721.54,3780,8,2,363,0,1
3474,6/13/2024,Mumbai,Hyderabad,Air,Delhivery,169,34685.88,798,3,14,104,0,0
3475,12/6/2024,Chennai,Pune,Rail,Delhivery,899,12353.61,924,6,7,270,1,0
3476,1/8/2024,Delhi,Hyderabad,Rail,DTDC,1513,10929.66,2994,4,14,268,0,0
3477,10/10/2024,Jaipur,Hyderabad,Rail,Delhivery,1844,3798.63,4853,3,4,280,0,0
3478,1/5/2024,Jaipur,Ahmedabad,Road,DHL,1577,24062.64,1258,4,14,28,0,0
3479,5/24/2024,Chennai,Kolkata,Rail,kuehne nagel,1655,27808.23,3783,1,10,487,0,0
3480,4/10/2024,Bangalore,Ahmedabad,Road,kuehne nagel,482,56556.61,263,7,14,402,0,0
3481,6/12/2024,Bangalore,Hyderabad,Road,DHL,232,43964.37,4158,7,11,217,0,0
3482,5/26/2024,Delhi,Indore,Road,DTDC,1534,68959.08,1868,7,6,357,0,1
3483,3/4/2024,Bangalore,Pune,Road,DTDC,808,15764.71,3544,2,1,134,0,1
3484,3/31/2024,Chennai,Kolkata,Road,DHL,1191,22744.62,535,1,11,493,0,0
3485,4/26/2024,Delhi,Pune,Road,DHL,80,75403.94,3065,9,14,286,0,0
3486,12/19/2024,Mumbai,Indore,Road,kuehne nagel,1026,36635.53,3773,2,14,479,0,0
3487,9/23/2024,Bangalore,Kolkata,Rail,DHL,1222,63545.97,3529,5,8,34,1,0
3488,11/5/2024,Bangalore,Ahmedabad,Road,DHL,577,40389.08,4264,5,6,211,0,0
3489,6/21/2024,Delhi,Hyderabad,Road,DHL,1346,38744.68,4077,8,11,186,1,0
3490,2/16/2024,Jaipur,Indore,Rail,Delhivery,913,13553.07,4987,1,14,412,0,0
3491,5/19/2024,Bangalore,Hyderabad,Road,DHL,1458,68393.57,3168,7,7,456,1,1
3492,9/2/2024,Chennai,Hyderabad,Rail,Delhivery,1953,8111.71,713,3,13,331,0,0
3493,5/28/2024,Bangalore,Pune,Rail,kuehne nagel,151,26200.37,1073,2,6,181,2,0
3494,9/2/2024,Mumbai,Indore,Road,kuehne nagel,1145,54530.51,4932,5,7,272,0,0
3495,1/5/2024,Bangalore,Hyderabad,Road,DTDC,1778,41566.09,4492,4,5,410,0,0
3496,7/2/2024,Jaipur,Ahmedabad,Road,kuehne nagel,1907,70747.51,286,9,3,449,0,1
3497,1/20/2024,Bangalore,Kolkata,Road,DTDC,672,5065.24,3334,1,6,185,1,0
3498,2/15/2024,Delhi,Indore,Road,Delhivery,854,52653.79,3393,3,10,415,0,0
3499,1/12/2024,Bangalore,Pune,Road,DHL,457,39242.31,2175,3,9,27,1,0
3500,3/10/2024,Jaipur,Indore,Road,kuehne nagel,1420,14036.32,3267,4,6,112,0,0
3501,1/17/2024,Delhi,Pune,Road,DHL,1925,59973.65,2005,7,9,492,0,0
3502,5/26/2024,Chennai,Kolkata,Road,DTDC,1440,34081.93,278,5,2,305,0,1
3503,6/2/2024,Delhi,Ahmedabad,Rail,Delhivery,879,43463.39,4988,6,11,137,0,0
3504,10/30/2024,Mumbai,Hyderabad,Road,kuehne nagel,838,77446.75,3462,3,1,26,0,1
3505,4/17/2024,Delhi,Indore,Rail,DHL,667,39925.95,2936,5,14,262,0,0
3506,8/23/2024,Chennai,Pune,Road,DTDC,598,66223.08,4309,2,13,135,0,0
3507,11/3/2024,Bangalore,Kolkata,Rail,DHL,340,62027.05,4527,4,4,269,0,1
3508,12/17/2024,Delhi,Hyderabad,Road,kuehne nagel,471,53694.86,4727,3,5,177,0,0
3509,3/10/2024,Delhi,Kolkata,Road,DHL,230,71951.35,2869,3,10,10,0,0
3510,7/1/2024,Delhi,Ahmedabad,Road,Delhivery,704,21624.93,3039,4,7,299,0,0
3511,9/6/2024,Delhi,Hyderabad,Road,kuehne nagel,163,66020.16,1136,8,8,110,1,1
3512,8/15/2024,Chennai,Hyderabad,Road,DTDC,1311,31467.42,2043,8,12,433,0,0
3513,4/11/2024,Jaipur,Hyderabad,Road,kuehne nagel,1167,65374.29,4391,1,1,479,0,1
3514,3/15/2024,Jaipur,Pune,Road,DTDC,309,40515.52,3095,5,6,112,0,0
3515,8/3/2024,Delhi,Hyderabad,Road,DTDC,1180,68901.32,3355,2,1,101,0,1
3516,7/21/2024,Chennai,Kolkata,Road,kuehne nagel,293,71797.8,2042,6,8,274,0,0
3517,7/10/2024,Chennai,Pune,Road,DTDC,472,48616.22,3649,3,12,267,1,0
3518,9/5/2024,Delhi,Hyderabad,Road,kuehne nagel,384,41594.9,3637,9,1,266,0,1
3519,8/29/2024,Mumbai,Kolkata,Air,Delhivery,1096,63095.85,1355,9,4,156,0,1
3520,6/27/2024,Delhi,Kolkata,Road,Delhivery,1946,22824.92,4509,8,3,213,0,1
3521,8/6/2024,Mumbai,Indore,Rail,DHL,320,3197.2,969,2,2,309,0,1
3522,3/22/2024,Delhi,Kolkata,Road,Delhivery,1213,33753.38,91,2,8,54,0,0
3523,4/1/2024,Mumbai,Ahmedabad,Road,DTDC,1539,41606.38,1332,2,6,153,0,0
3524,6/23/2024,Mumbai,Hyderabad,Road,DHL,503,25186.49,3615,5,13,262,0,0
3525,8/26/2024,Delhi,Hyderabad,Road,DHL,1457,31902.23,2170,9,12,362,0,0
3526,9/16/2024,Mumbai,Hyderabad,Air,kuehne nagel,643,12378.54,3195,7,4,395,0,1
3527,12/30/2024,Bangalore,Kolkata,Road,DHL,1450,23628.61,2732,7,3,289,0,1
3528,6/11/2024,Jaipur,Kolkata,Rail,kuehne nagel,1059,20727.44,4546,3,6,325,0,0
3529,2/17/2024,Chennai,Hyderabad,Road,DHL,1511,25476.97,3200,3,6,226,0,0
3530,11/24/2024,Mumbai,Pune,Road,Delhivery,905,25326.22,3774,3,5,96,1,0
3531,11/23/2024,Mumbai,Pune,Road,kuehne nagel,1495,45599.53,1883,1,3,491,0,0
3532,4/25/2024,Chennai,Ahmedabad,Road,DTDC,1229,21546.56,2567,8,11,174,0,0
3533,12/2/2024,Mumbai,Indore,Road,DHL,1408,75394.98,3886,2,10,344,0,0
3534,12/2/2024,Chennai,Ahmedabad,Road,Delhivery,1604,41879.44,3912,7,9,205,0,0
3535,8/12/2024,Delhi,Hyderabad,Road,Delhivery,1654,12059.35,178,9,14,55,0,0
3536,12/17/2024,Bangalore,Hyderabad,Air,kuehne nagel,181,23809.29,4524,2,6,235,1,0
3537,11/23/2024,Bangalore,Hyderabad,Road,kuehne nagel,817,58921.08,3236,1,5,198,0,0
3538,5/26/2024,Jaipur,Indore,Rail,kuehne nagel,1794,3065.4,1395,5,11,226,0,0
3539,3/3/2024,Mumbai,Kolkata,Road,DTDC,550,75149.8,2486,5,7,307,0,0
3540,10/20/2024,Jaipur,Indore,Road,DTDC,1595,36723.8,2883,1,1,281,0,1
3541,11/18/2024,Delhi,Ahmedabad,Air,DTDC,1213,42644.16,4609,9,7,105,0,1
3542,11/20/2024,Bangalore,Kolkata,Rail,DHL,184,79096.15,4692,3,1,279,0,1
3543,1/13/2024,Delhi,Kolkata,Road,DTDC,816,41265.44,4554,2,9,178,0,0
3544,7/7/2024,Delhi,Ahmedabad,Road,kuehne nagel,861,75924.03,4763,7,6,302,0,1
3545,10/13/2024,Mumbai,Kolkata,Road,Delhivery,1480,73388.03,4906,5,7,205,0,0
3546,7/26/2024,Delhi,Pune,Rail,Delhivery,819,75422.61,3273,4,7,220,0,0
3547,4/23/2024,Bangalore,Ahmedabad,Road,kuehne nagel,143,65365.1,3526,4,1,492,0,1
3548,1/22/2024,Jaipur,Ahmedabad,Rail,DTDC,1957,25119.05,2588,9,2,428,0,1
3549,12/14/2024,Bangalore,Pune,Road,DTDC,1314,29017.83,2904,9,10,141,0,0
3550,8/1/2024,Mumbai,Indore,Road,kuehne nagel,1822,30468.76,1485,1,3,455,1,0
3551,6/19/2024,Bangalore,Indore,Air,Delhivery,214,78376.11,305,7,8,432,0,0
3552,11/18/2024,Chennai,Indore,Air,DHL,374,30138.93,2467,8,9,145,0,0
3553,2/23/2024,Jaipur,Kolkata,Road,Delhivery,1733,10477.77,1803,5,11,457,0,0
3554,10/24/2024,Chennai,Pune,Rail,DTDC,1291,62709.65,4796,7,8,14,0,0
3555,11/15/2024,Chennai,Ahmedabad,Rail,Delhivery,989,30552.94,3461,8,12,158,0,0
3556,5/5/2024,Mumbai,Ahmedabad,Rail,DTDC,669,50433,125,8,6,105,0,1
3557,10/3/2024,Delhi,Ahmedabad,Air,Delhivery,280,74100.11,3661,9,2,230,1,1
3558,7/22/2024,Chennai,Kolkata,Road,kuehne nagel,631,46889.43,554,5,2,378,0,1
3559,7/12/2024,Bangalore,Kolkata,Rail,DTDC,782,51740.61,3442,2,14,414,1,0
3560,6/17/2024,Delhi,Indore,Rail,DHL,1659,52143.28,2042,6,13,289,0,0
3561,5/31/2024,Bangalore,Kolkata,Road,DHL,1252,49767.14,4807,1,12,120,0,0
3562,2/4/2024,Bangalore,Indore,Road,kuehne nagel,1153,14462.01,3428,6,10,182,1,0
3563,7/2/2024,Delhi,Indore,Road,Delhivery,1427,37600.4,2444,3,7,185,0,0
3564,10/12/2024,Delhi,Ahmedabad,Rail,kuehne nagel,720,2597.79,1466,3,9,217,1,0
3565,2/26/2024,Bangalore,Kolkata,Rail,kuehne nagel,1941,50848.65,2279,7,6,31,0,1
3566,8/9/2024,Mumbai,Indore,Road,DHL,1754,46877.95,289,4,1,279,1,1
3567,10/29/2024,Jaipur,Pune,Road,DHL,1899,26814.7,1827,5,14,436,0,0
3568,6/11/2024,Jaipur,Pune,Road,DTDC,1974,42863.85,4310,6,9,475,0,0
3569,1/19/2024,Mumbai,Kolkata,Road,DTDC,1234,40458.51,4208,6,14,225,0,0
3570,9/20/2024,Delhi,Ahmedabad,Road,DTDC,1500,21571.39,2452,2,7,371,0,0
3571,10/8/2024,Bangalore,Ahmedabad,Road,kuehne nagel,452,24876.43,4196,3,3,310,0,1
3572,4/22/2024,Jaipur,Indore,Rail,kuehne nagel,1105,61478.2,2681,1,2,175,0,0
3573,11/22/2024,Bangalore,Kolkata,Road,DTDC,170,60947.12,3956,3,3,177,0,1
3574,1/30/2024,Mumbai,Pune,Air,DHL,776,38643.01,3060,8,2,84,0,1
3575,5/14/2024,Bangalore,Indore,Road,DHL,1588,57965.7,3439,4,13,56,0,0
3576,3/7/2024,Mumbai,Indore,Air,Delhivery,434,37162.5,4126,2,11,92,1,0
3577,3/5/2024,Delhi,Hyderabad,Road,DTDC,1813,68407.17,1264,4,10,8,0,0
3578,10/18/2024,Mumbai,Kolkata,Rail,kuehne nagel,1498,27958.92,719,7,13,150,0,0
3579,1/25/2024,Mumbai,Indore,Road,Delhivery,525,74328.81,3611,9,2,62,0,1
3580,2/6/2024,Jaipur,Pune,Road,Delhivery,609,44298.12,665,5,4,54,0,1
3581,1/1/2024,Bangalore,Hyderabad,Road,Delhivery,1240,43783.65,4708,5,6,163,0,0
3582,2/6/2024,Jaipur,Pune,Road,DTDC,438,54323.21,1180,5,3,119,0,1
3583,5/20/2024,Chennai,Ahmedabad,Rail,DTDC,1406,28586.77,1571,9,9,479,0,1
3584,8/19/2024,Mumbai,Hyderabad,Road,DTDC,1596,58497.71,4501,7,5,108,0,1
3585,5/15/2024,Chennai,Hyderabad,Air,DHL,1823,26993.16,2714,3,5,344,0,0
3586,7/6/2024,Jaipur,Indore,Road,Delhivery,839,33008.03,4912,2,7,271,0,0
3587,5/7/2024,Bangalore,Ahmedabad,Air,DHL,802,54626.87,353,9,9,114,1,1
3588,7/19/2024,Jaipur,Indore,Road,DTDC,1544,31519.03,4029,3,13,237,0,0
3589,5/6/2024,Bangalore,Kolkata,Road,DHL,753,17597.98,1944,8,1,479,0,1
3590,9/13/2024,Bangalore,Pune,Road,DHL,1597,70008.31,1565,4,9,261,0,0
3591,6/12/2024,Delhi,Pune,Air,kuehne nagel,102,73928.12,633,5,2,470,0,1
3592,2/4/2024,Mumbai,Indore,Road,DTDC,616,50885.02,416,8,3,17,0,1
3593,7/12/2024,Jaipur,Pune,Road,Delhivery,870,65269.76,2096,5,12,92,0,0
3594,7/9/2024,Bangalore,Pune,Road,DTDC,1094,78958.88,508,2,5,117,0,0
3595,4/13/2024,Jaipur,Kolkata,Road,DHL,1092,49952.43,169,6,10,387,1,0
3596,1/23/2024,Jaipur,Ahmedabad,Road,DTDC,1929,72885.83,3334,7,12,403,0,0
3597,9/21/2024,Bangalore,Hyderabad,Road,DTDC,911,30021.87,3304,1,4,358,0,0
3598,10/16/2024,Chennai,Indore,Rail,kuehne nagel,1529,56636.85,3615,9,5,219,0,1
3599,9/16/2024,Mumbai,Indore,Rail,kuehne nagel,371,6352.83,3352,6,13,465,0,0
3600,12/23/2024,Mumbai,Kolkata,Air,DTDC,876,63539.78,4509,4,10,480,0,0
3601,3/15/2024,Delhi,Kolkata,Road,kuehne nagel,482,66724.65,2018,2,5,421,0,0
3602,12/20/2024,Delhi,Hyderabad,Road,DHL,1132,33291.68,2581,9,12,149,0,0
3603,3/12/2024,Delhi,Ahmedabad,Air,DHL,1224,51838.49,901,6,5,357,0,1
3604,9/15/2024,Mumbai,Indore,Road,DHL,1844,68952.17,1979,9,14,51,1,0
3605,7/6/2024,Chennai,Kolkata,Road,kuehne nagel,1513,70921.44,1993,2,14,54,1,0
3606,6/21/2024,Mumbai,Indore,Rail,DTDC,1957,10309.46,813,5,10,139,0,0
3607,10/16/2024,Mumbai,Pune,Road,DHL,107,66544.04,3346,6,10,449,0,0
3608,2/14/2024,Mumbai,Indore,Road,Delhivery,1067,23390.98,2728,5,10,158,0,0
3609,3/1/2024,Mumbai,Ahmedabad,Road,DHL,1801,58729.94,3861,6,5,346,0,1
3610,3/23/2024,Chennai,Ahmedabad,Road,DTDC,1647,27362.8,951,3,11,237,0,0
3611,5/2/2024,Delhi,Indore,Road,DHL,1731,6393.71,1568,9,2,113,0,1
3612,12/23/2024,Jaipur,Pune,Road,Delhivery,1967,18369.92,3306,2,11,427,1,0
3613,1/16/2024,Delhi,Ahmedabad,Road,DHL,800,33876.4,4036,2,1,498,0,1
3614,3/6/2024,Delhi,Kolkata,Rail,DHL,1366,59815.83,791,5,10,292,0,0
3615,5/24/2024,Jaipur,Indore,Road,DTDC,231,9854.88,3603,3,11,346,0,0
3616,6/10/2024,Mumbai,Pune,Rail,DHL,1954,65408.86,1743,2,8,441,0,0
3617,8/21/2024,Chennai,Kolkata,Road,DHL,656,79762.19,2179,6,3,234,0,1
3618,5/23/2024,Chennai,Indore,Rail,kuehne nagel,1151,63484.1,4061,6,12,120,0,0
3619,12/23/2024,Delhi,Pune,Air,DTDC,1010,38951.45,3302,7,7,91,0,1
3620,7/6/2024,Jaipur,Kolkata,Rail,DTDC,1727,46316.5,1415,4,8,410,0,0
3621,11/17/2024,Bangalore,Ahmedabad,Rail,DTDC,154,2480.52,245,8,11,491,0,0
3622,1/13/2024,Mumbai,Indore,Road,DTDC,1334,18323.36,200,3,12,210,0,0
3623,7/2/2024,Delhi,Indore,Road,DHL,656,72121.07,4573,1,6,481,1,0
3624,4/20/2024,Chennai,Ahmedabad,Road,Delhivery,1296,3694.89,380,5,14,228,0,0
3625,10/16/2024,Jaipur,Hyderabad,Road,Delhivery,1039,72574.01,3160,6,6,485,0,1
3626,10/21/2024,Jaipur,Kolkata,Road,kuehne nagel,533,10833.7,3374,3,11,98,0,0
3627,8/2/2024,Delhi,Ahmedabad,Road,DHL,1775,12379.78,939,2,3,316,0,0
3628,4/29/2024,Bangalore,Indore,Road,DTDC,178,15677.29,1004,3,9,90,0,0
3629,2/24/2024,Chennai,Kolkata,Air,DTDC,368,64352.06,3739,3,3,278,0,1
3630,1/27/2024,Delhi,Kolkata,Rail,Delhivery,756,39298.55,4499,7,13,24,0,0
3631,4/27/2024,Bangalore,Hyderabad,Road,kuehne nagel,558,13325.34,2998,1,5,396,0,0
3632,8/8/2024,Jaipur,Indore,Road,DHL,69,55570.54,3291,4,6,75,0,0
3633,8/18/2024,Mumbai,Pune,Rail,kuehne nagel,1884,75373.69,2445,3,13,316,1,0
3634,2/22/2024,Chennai,Hyderabad,Road,DHL,801,46651.21,2094,7,1,149,0,1
3635,10/21/2024,Chennai,Hyderabad,Road,kuehne nagel,284,9698.6,3649,1,11,336,0,0
3636,11/16/2024,Bangalore,Pune,Road,kuehne nagel,1670,6270.55,4040,8,9,164,0,0
3637,8/20/2024,Delhi,Pune,Road,DTDC,655,64078.04,4064,7,7,7,0,1
3638,6/6/2024,Jaipur,Hyderabad,Road,Delhivery,603,50834.52,2105,8,11,445,0,0
3639,9/25/2024,Bangalore,Kolkata,Rail,DTDC,1949,73967.27,2720,8,12,53,0,0
3640,1/21/2024,Mumbai,Ahmedabad,Road,Delhivery,1423,44685.51,1625,9,1,156,0,1
3641,2/22/2024,Mumbai,Ahmedabad,Road,kuehne nagel,502,6866.84,1902,1,6,280,0,0
3642,10/1/2024,Mumbai,Hyderabad,Rail,DHL,635,33487.57,2263,9,7,309,0,1
3643,11/8/2024,Bangalore,Kolkata,Rail,DTDC,1033,53323.27,1276,1,5,269,0,0
3644,10/7/2024,Jaipur,Pune,Road,DHL,1950,32021.06,1713,3,13,334,0,0
3645,8/1/2024,Chennai,Hyderabad,Rail,DTDC,1582,79968.13,413,7,5,491,0,1
3646,1/31/2024,Delhi,Indore,Air,DTDC,1700,33619.53,1997,8,7,95,1,1
3647,12/2/2024,Chennai,Kolkata,Air,DTDC,472,44606.42,4803,5,3,328,0,1
3648,7/1/2024,Jaipur,Indore,Rail,DHL,1263,19580.58,3682,1,3,1,0,0
3649,1/23/2024,Chennai,Indore,Rail,DTDC,1198,13866.78,3531,3,1,360,0,1
3650,2/1/2024,Bangalore,Hyderabad,Road,DTDC,55,52333.83,1324,7,14,115,0,0
3651,3/14/2024,Mumbai,Kolkata,Rail,DTDC,507,47911.79,1495,2,8,337,0,0
3652,1/10/2024,Jaipur,Indore,Rail,DHL,1964,2338.43,4877,2,2,41,0,1
3653,2/23/2024,Jaipur,Kolkata,Road,DTDC,603,24212.96,3007,9,3,187,0,1
3654,2/21/2024,Chennai,Ahmedabad,Road,DHL,1643,52199.21,3506,6,7,269,0,0
3655,5/27/2024,Bangalore,Indore,Rail,Delhivery,571,65355.45,2215,4,10,438,0,0
3656,6/8/2024,Chennai,Indore,Air,DTDC,1162,26364.75,1059,9,10,431,0,0
3657,1/14/2024,Chennai,Kolkata,Road,kuehne nagel,895,52500.04,2869,7,11,27,1,0
3658,6/26/2024,Jaipur,Ahmedabad,Road,Delhivery,1184,22690.12,1778,7,8,461,1,0
3659,2/22/2024,Chennai,Indore,Rail,DHL,600,55849.63,745,8,9,123,0,0
3660,11/30/2024,Mumbai,Hyderabad,Road,kuehne nagel,1470,56439.94,4667,3,14,40,0,0
3661,1/22/2024,Chennai,Kolkata,Road,DHL,1752,12157.43,2434,2,8,219,0,0
3662,1/30/2024,Mumbai,Kolkata,Road,DHL,60,53877,1432,1,7,416,0,0
3663,7/9/2024,Jaipur,Indore,Road,DTDC,1695,28018.24,2545,2,10,254,0,0
3664,9/16/2024,Bangalore,Ahmedabad,Rail,kuehne nagel,546,15462.4,3655,3,1,186,0,1
3665,7/23/2024,Mumbai,Indore,Road,DHL,1089,41028.18,1897,5,1,76,0,1
3666,2/28/2024,Bangalore,Pune,Road,Delhivery,1106,37279.14,1778,8,14,427,0,0
3667,9/20/2024,Bangalore,Indore,Road,DTDC,794,62362.24,702,3,11,52,0,0
3668,1/12/2024,Mumbai,Pune,Road,Delhivery,538,8592.21,808,7,8,205,0,0
3669,4/28/2024,Jaipur,Hyderabad,Rail,Delhivery,1261,63600.75,1329,5,14,336,0,0
3670,10/16/2024,Delhi,Kolkata,Road,DTDC,785,10274.42,491,5,7,290,0,0
3671,12/3/2024,Bangalore,Kolkata,Road,DHL,1644,18181.8,4554,8,2,390,0,1
3672,9/4/2024,Bangalore,Ahmedabad,Road,Delhivery,507,42238.81,4955,5,9,304,0,0
